gene_symbol,compartment_model,eligible_cohorts,contributing_cohorts,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_family,fdr_bh_canonical_union,fdr_lt_0_05
ACTG2,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.33554549426944397,0.4932105434447577,1.0255630983297999,0.47304095935202933,0.47304095935202933,-1.6997854807698694,2.370876469308757,-1.6997854807698694,2.370876469308757,0.5516590188821395,0.5516590188821395,-10.423378820949443,11.094469809488333,-10.423378820949443,11.094469809488333,7.935815080822002,74.79779985255355,0.5516590188821395,0.9731320219898325,False
ACTN1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,2.333918724885324,1.2188083198014448,0.944957237432271,0.688873487285908,0.7086526125293915,-0.6300646656374194,5.297902115408068,-0.7151673728583501,5.3830048226289975,0.07716865980775904,0.0811310606349571,-14.200535200293332,18.868372650063982,-14.334940774516669,19.00277822428732,13.133654459432176,84.77194594864902,0.0811310606349571,0.734378198964584,False
ADAM10,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,1.290541296997943,0.019671291494080742,0.949692376556387,0.2353839886898011,0.24153798669860102,0.27776573552245387,2.3033168584734325,0.25128721919101826,2.329795374804868,0.03169369362134339,0.03328966246770356,-2.1909799844340387,4.772062578429924,-2.258379034790047,4.8394616287859336,2.134541154997234,6.303048066431331,0.03328966246770356,0.734378198964584,False
ADAM12,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,1.8149262171914449,1.9929605525177534,1.0557155649642649,0.8888527142594546,0.8888527142594546,-2.0094983401622155,5.639350774545106,-2.0094983401622155,5.639350774545106,0.17792233411896227,0.17792233411896227,-19.382053740308972,23.011906174691863,-19.382053740308972,23.011906174691863,13.27870765016366,84.93829329863023,0.17792233411896227,0.7521577393329717,False
ADAM15,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,1.2281662763358698,0.3028188566627188,0.9363754781549304,0.3837481786344353,0.39657132769320264,-0.4229688720019673,2.8793014246737068,-0.4781424293036569,2.934474981975397,0.08531993676959554,0.09035451663906421,-7.2961870055934686,9.752519558265208,-7.390422280140768,9.846754832812508,5.887266105006185,66.02837438757325,0.09035451663906421,0.734378198964584,False
ADAM17,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.46252925911376935,0.4355722863516446,0.9563765715294579,0.4336410815637867,0.4434206912416101,-1.4032777242081667,2.3283362424357055,-1.4453559884843377,2.3704145067118763,0.3978496714557287,0.4064169282859547,-9.57148647821815,10.496544996445687,-9.640255513861648,10.565314032089185,8.384718184077084,76.1470814392059,0.4064169282859547,0.8600660941835204,False
ADAM19,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.9770335304439677,0.0,0.5748152789929524,0.16427536594163814,0.21667474372535847,0.27021367874458657,1.6838533821433488,0.044757352886289015,1.9093097080016463,0.027125042921219915,0.04582674937326015,-1.1102829023205059,3.064349963208441,-1.7760801244886204,3.7301471853765555,1.1496305579859047,0.0,0.04582674937326015,0.734378198964584,False
ADAM8,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.959255257253224,0.6082254353579654,1.0034160540128312,0.51429967769868,0.51429967769868,-1.25359765490627,3.1721081694127182,-1.25359765490627,3.1721081694127182,0.20315623795931043,0.20315623795931043,-10.910880893359105,12.829391407865552,-10.910880893359105,12.829391407865552,8.983383512062634,77.73667352268266,0.20315623795931043,0.754127183883559,False
ADAM9,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.4250849607763439,0.3696517359745298,1.0082695820696577,0.41983773868994106,0.41983773868994106,-1.3813310316497724,2.23150095320246,-1.3813310316497724,2.23150095320246,0.4178691436462269,0.4178691436462269,-8.963033192112807,9.813203113665494,-8.963033192112807,9.813203113665494,6.8101460036228145,70.6320540127032,0.4178691436462269,0.8656729649971135,False
ADAMTS1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,1.5424398624500018,2.7769566667290793,1.027607772959965,1.0161846998080333,1.0161846998080333,-2.82985001010867,5.914729735008674,-2.82985001010867,5.914729735008674,0.2683515089522186,0.2683515089522186,-23.25774136962613,26.342621094526137,-23.25774136962613,26.342621094526137,21.354203132143162,90.63416233505093,0.2683515089522186,0.778219375961434,False
ADAMTS13,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.3936603170942482,0.0,0.3728892500342483,0.12662433443601975,0.207361078963697,-0.15116022111960092,0.9384808553080973,-0.4985423953526964,1.2858630295411928,0.08975319465594266,0.19805599960633194,-1.2152544008316744,2.002575035020171,-2.241112006532573,3.0284326407210695,0.7457785000684966,0.0,0.19805599960633194,0.754127183883559,False
ADAMTS14,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
ADAMTS16,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
ADAMTS18,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
ADAMTS2,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,1.1964306376933154,0.0,0.5295961770792689,0.16148190705056695,0.221897009306823,0.5016300695170446,1.8912312058695862,0.24168486487607166,2.1511764105105593,0.017733692734405265,0.03271876610763264,-0.8553915344791201,3.248252809865751,-1.6230381929040392,4.0158994682906695,1.0591923541585377,0.0,0.03271876610763264,0.734378198964584,False
ADAMTS3,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.8030928101908342,0.0,0.4946651312093767,0.14971716374582558,0.21287072639145846,0.15891184690951066,1.447273773472158,-0.11281600180112528,1.7190016221827937,0.03304167517979334,0.06362669504231523,-1.099244124883017,2.7054297452646856,-1.9016862216772625,3.507871842058931,0.9893302624187534,0.0,0.06362669504231523,0.734378198964584,False
ADAMTS4,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False
ADAMTS5,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.781022342716651,0.3945159650686372,0.9808279446164675,0.42571908536162356,0.42985967404405045,-1.050699042020983,2.612743727454285,-1.0685145572181964,2.6305592426514988,0.20799943702139626,0.21086893813128507,-8.860238711041728,10.42228339647503,-8.889854508325765,10.451899193759068,7.2374404029402895,72.36592097963972,0.21086893813128507,0.754127183883559,False
