cohort,gene_symbol,hedges_g_highest_mean,hedges_g_median_probe,direction_changed
GSE30528,FYN,-2.2123061812494758,-4.64883441948805,False
GSE30528,GAS6,-0.9446772942952659,-0.8811686192388762,False
GSE30528,GDF5,0.5777989673427192,0.5777989673427192,False
GSE30528,GLG1,2.0604787053852123,-0.11850458597261299,True
GSE30528,GP1BA,-0.13112138492735093,-0.13112138492735093,False
GSE30528,GP1BB,-0.4808093184571533,-0.2554234044481894,False
GSE30528,GP5,0.07552165066111957,-0.5220208783848178,True
GSE30528,GP6,0.20276896441607678,0.20276896441607678,False
GSE30528,GP9,0.7437401982237387,0.7437401982237387,False
GSE30528,GPC1,1.128681707680255,0.3144208728463556,False
GSE30528,GPC3,0.2963944303199566,0.2963944303199566,False
GSE30528,GPC4,0.7063605743440617,-0.31432047019605963,True
